,data,label
0,국내 신종 감염증 이 전국 각지 기존 집단 발병 사례 확진 추가 발생 감염 당국 일상 집중 때 모임 취소 해달 라고 당부 전국 곳곳 확진 속출 중앙 대책 본부 방 대본 이날 낮 기준 서울 소 모임 관련 누적 확진 집계 모임 참석자 가족 지인 강서구 댄스 에어로빅 학원 사례 접촉 조사 과정 추가 확진 누적 확진 강생 종사자 추가 전파 사례 이다 중구 상조 회사 관련 추가 양성 판정 지금 감염 동료 회식 모임 가족 지인 추가 전파 추정 중랑구 체육 시설 사례 추가 누적 확진 송파구 사우나 관련 추가 감염 확인 누적 확진 집계 다 서초구 사우나 사례 추가 확진 현재 양성 판정 마포구 홍대 교회 관련 확진 감염자 관련 기사 발생 인도 방글라데시 일 지도 남 탓 중국 일상 곳곳 확진 유행 속보 무증상 경 증 소아 확진 재택 치료 방안 의료 협의 속보 중대 기로 연말 모임 약속 취소 속보 전북 익산시 원광대 병원 관련 추가 확진 누적 속보 충북 청주시 당구장 선후배 모임 관련 누적 확진 속보 충북 제천시 김장 모임 관련 누적 확진 속보 요양 병원 감염 시설 일제 검사 현재 확진 속보 인천 남동구 동창 모임 관련 누적 확진 속보 경기도 연천 신병교육대 관련 누적 확진 경기 화성시 지인 모임 관련 확진 뒤 감염 지인 모임 처음 시작 감염 학원 직장 이후 가족 지인 다 경기 연천군 육군 사단 신병교육대 사례 추가 누적 확진 인천 남동구 동창 모임 관련 확진 발생 뒤 감염 수도권 확산 지속 강원 홍천군 공공 근로 관련 환자 발생 후 양성 판정 지금 확진 다 충북 제천시 김장 모임 사례 추가 확진 방 대본 일 가구 일가족 김장 모임 일 인과 김장 모임 일가족 방문 식당 감염 전파 추정 다 청주시 당구장 선후배 모임 사례 추가 양성 판정 감염 전북 익산시 원광대 병원 관련 추가 감염 확인 누적 확진 다 부산 울산 장구 강습 사례 추가 지금 확진 경남 창원시 마산회원구 주점 사례 추가 양성 판정 누적 확진 뉴스 당국 모임 취소 당부 당국 이번 사태 연말 모임 약속 취소 필요 강조 다 임숙영 중앙 대책 본부 상황 총괄 단장 이날 현황 정례 브리핑 지금 일상 가족 이웃 안전 수능 수험 안심 집중 기로 라고 강조 사회 거리 두기 효과 전 수준 발생 규모 국민 자발 위험 행동 반전 상황 말 연말 모임 약속 취소 식사 회식 감염 전파 위험 자제 이번 주말 종교 행사 약속 모임 대면 전환 취소 해달 라고 당부 당국 환자 증가 병상 부족 대비 무증상 경 증 환자 자택 증상 관리 자가 치료 구체 검토 있다 자가 치료 병원 시설 자택 격리 상태 증상 관리 방법 해외 광범위 활용 국내 시행 근거 마련 상태 다임 총괄 단장 자가 치료 확진 폭증 상태 병상 부족 우려 때 도입 생각 무증상 경 증 환자 대상 시 군구 보건소 모니터링 증상 악화 병원 이송 담당 체계 검토 설명 주거 형태 검토 필요 가정 전파 차단 예외 소아 보호자 자가 치료 방안 검토 이송,1
1,오전 서울 광진구 건국대학교 학년 수시 모집 논술 고사 수험 가족 학교 당국 앞 신종 감염증 확산 우려 다 임숙영 중앙 대책 본부 상황 총괄 단장 온라인 정례 브리핑 확산 최근 주간 일평균 국내 발생 확진 전주 대비 여 상태 단장 그간 지역 사회 잠재 감염 누적 거리 두기 격상 효과 지난주 감염 재생산 지수 수준 환자 정도 감염 의미 지수 이하 유행 크기 예상 관련 기사 속보 지난주 재생산 지수 유행 규모 속보 부산 울산 장구 강습 관련 추가 누적 확진 속보 순천향대 부속 부천 병원 관련 누적 확진 속보 서울 송파구 탁구장 관련 누적 확진 속보 서울 강남구 콜 센터 관련 추가 확진 누적 속보 서울 강서구 댄스 교습 관련 추가 확진 누적 속보 서울 중구 콜 센터 관련 누적 확진 속보 서울 영등포구 부동산 업체 관련 누적 확진 속보 서울 구로구 보험사 관련 누적 확진 확진 명당 임 단장 당국 역학 조사 사실 확산 속도 설명 임 단장 중앙 지방 자치 단체 역량 총동원 접촉 추적 감염 확산 규모 사례 사실 감염 경로 조사 사례 사례 정도 전주 비교 증가 추세 검사 임 단장 이번 유행 유행 때 중심 집단 곳곳 확산 양상 설명 단장 이번 유행 확산 때 모임 취소 이동 자제 당부 단장 대학수학능력시험 수능 이후 실시 대학 면접 논술 시험 관련 이달 주 주 수도권 대학 전국 수험 집중 감염 위험 수능 뒤 친구 지인 모임 안전 수능 이후 일정 준비 명일,1
2,확진 발생 긴급 실시 누리 동 신관 부속 건물 근무 직원 오늘 양성 확진 판정 사실 긴급 대응 회의 누리 동 근무 직원 내일 오전 재택근무 실시 관련 기사 정부 수능 새벽 확진 병원 입소 응시 종합 거짓말 꼬리 내부 기밀 문건 폭로 일본 모 백신 명부 확보 한국 계약 전무 여야 예산안 합의 차 지원금 백신 종합 유니레버 뉴질랜드 근무 시대 실험 검사 추가 감염 주 자릿수 모 백신 긴급 사용 신청 급등 흑자 에어비앤비 대박 까 총리 크리스마스 백신 승인 기대 백신 선물 다음 주 공급 누리 건물 전체 긴급 실시 확진 자와 접촉 직원 전원 검사 조치 역학 조사 관의 현장 조사 요청 향후 보건 당국 조치 적극 협조 예정 김소연 기사 제보 보도자료,1
3,오늘 수도권 사회 거리 두기 단계 격상 신규 감염자 지난주 정도 예상 결과 국민 사이에서 피로감 때 자영업자 타격 이루마 일반 시민 짜증 날 정도 마스크 과태료 오늘 서울시 연말 이상 집회 금지 서울 지하철 시내버스 대중교통 운행 횟수 다방 역 필요 정도 사람 국면 한국인 공포 조사 정도 한국 사람 마스크 세계 남 피해 생각 공포 작용 과언 관련 기사 가입 바이든 시대 관계 정립 도구 논설 실 서울 시장 선거 최대 골칫거리 부동산 논설 실 논설 실 일본 언론 정부 속마음 읽기 삼성물산 주식 사자 이건희 별세 날 부부 대화 논설 실 중국 턱밑 미사일 배치 대만 뚝심 논설 실 논설 실 주식 양도 대주주 기준 대통령 선택 지시 논설 실 의원 고성 윤석열 호통 논설 실정 먹이사슬 정점 장악 논설 실 라임 펀드 보도 때 경험 로비 논설 실 요즘 주변 공포감 만성 짜증 사람 올해 시작 계속 사회 거리 두기 생활 불편 인내 한계 도달 생각 확진 정부 확진 숫자 단계 원칙 거리 두기 이유 치명 감염자 발생 지금 정부 지침 확진 숫자 사회 거리 두기 단계 단계 단계 단계 거리 두기 필요 지도 의문 단계 금지 직접 이해관계자 사람 사람 사람 공포 해진 해외 들불 확산 국내 정부 정치 편향 반발감 작용 개천절 한글날 집회 대통령 총리 시작 집회 엄포 버스 차단 벽 민주노총 노동 집회 구두 집회 자제 당부 노동 집회 당시 확진 한글날 개천절 짐 당시 말 노동 집회 집단 백신 작동 정부 정치 악용 얘기 전 양쪽 집회 태도 보니 말 지금 정부 확보 백신 상태 지금 확진 숫자 정치 필요 지침 계속 과학 사실 입각 전환 대책 병 사망 사람 최소 지금 정부 대책 확진 숫자 부분 무증상 감염자 확인 사실 연령 치사율 이상 로 비교 로 미만 사망 사람 천명 명도 안 얘기 세계 통계 한국 경우 대부분 연령 세계 통계 치사율 낮 다 의사 중심 노인 질환 이야기 유다 사람 공포 과장 언론 사망자 숫자 보도 후유증 사람 기사 공포 일조 피로감 와중 대중 공포 정치 필요 기대 주먹구구식 정책 지속 지속 과학 근거 합리 숫자 바탕 정책 전환 유다 질병 관리 청 발표 통계 현재 숫자 언론 공개 정부 검사 숫자 공개 질병 관리 청 홈페이지 누적 검사 자수 누적 검사 완료 누적 신규 검사 확진 인지 일 검사 질병 관리 청 보도 자료 국내 신고 검사 현황 총계 어제 오늘 변동 표 검사 이름 총계 내역 사람 검사 게 이해 정보 하루 검사 그중 확진 검사 질병 관리 청 홈페이지 확진 증가 공개 확진 무증상 감염자 명인 지도 필요 있다 현재 질병 관리 청 통계 확진 제외 순 증 통계 누적 통계 발표 하루하루 추이 파악 확진 자와 사망자 연령 분포 국민 적극 공개 필요 있다 연구 해외 논문 국가 지역 동향 국가 연령 감염 치료 사망 동향 비교 소개 한국 사례 인용 정작 국내 지역 통계 통계 통계 개편 환자 치료 고령자 중증 환자 집중 필요 중증 확진 자 격리 감염 확산 방지 초점 의료 시설 생명 위협 중증 환자 집중 투입 방식 병 의원 의료 인력 장비 의약품 필요 곳 효과 동원 불필요 낭비 지금 확진 전국 연령 차별 정책 효과 경제 일상생활 지장 초래 의료 자원 효율 이용 측면 정부 과학 지식 필요 곳 자원 집중 어처구니 서울시 공포 장이 관련 서울시 시내 곳곳 대형 전광판 마스크 이름 영상 생각 화면 여성 마스크 책 인가 모습 중환 실 심폐 소생 마스크 환자 모습 대비 화면 마스크 중환자실 생사 기로 생각 마스크 착용 불특정 다수 사실 위험 과장 불필요 공포 문제 장면 미만 명당 사망 죽음 질병 광고 아마 구 미 선진국 공 보물 대중 항의 저항 지금 주변 말 공포 확산 정부 의도 팩트 숫자 통계 위 언급 대로 말 안 과장 광고 불필요 공포 확산 서울시 지방 정부 책임 정부 여당 확산 정치 계산 지도 경제 실정 국민 공포 통치 부메랑 생각 이다 김선태 논설위원,1
4,김종인 국민 힘 비상대책위 원장 서울 여의도 국회 비상대책위 회의 모두 발언 뉴스 김종인 국민 힘 비상대책위 원장 개최 전국민주노동조합총연맹 민주노총 집회 정부 정치 유 불리 대응 선택 의구심 지적 다 김종인 위원장 국민 힘 비상대책위 회의 문재인 대통령 지금 정치 접근 국민 저항 다 김종인 위원장 그동안 정부 정권 비판 입장 사람 집회 재인 산성 원천 봉쇄 집회 주최 살인 자라 지칭 말 관련 기사 공공 임대 사저 정치 공격 문 대통령 인 가족 발언 보도 사실 왜곡 종합 최장 필 버 윤희 숙 동료 추 임 반응 퇴임 후 사저 크기 분노 국민 청원 등장 이재명 단계 선제 격상 정 총리 전문가 의견 수렴 문 대통령 인 가족 발언 보도 사실 왜곡 정 총리 확산 단계 격상 종합 김종인 국민 사과 내주 연기 일단 필 버 힘 속보 정 총리 중대 본 상황 관리 대응 체제 최고 수준 가동 속보 정 총리 최대 위기 매우 긴박 비상 상황 민주노총 주말 규모 장외 집회 강행 국민 불안감 실정 정부 정치 유 불리 대응 선택 의구심 오후 서울 영등포구 여의도공원 앞 전국 노동자 대회 김종인 위원장 최근 확산 신규 확진 일상 감염 속출 정부 대응 단계 조정 확산 지적 강조 끝 김종인 위원장 백신 확보 정략 사고 개입 세계 각국 백신 확보 경쟁 정부 사활 백신 확보 피력 다 김수현,1
5,도널드 트럼프 미국 대통령 장녀 이방 카 백악관 보좌관 일 현지 시간 애리조나주 파라다이스 밸리 선거 행사 참석 지지자 손 도널드 트럼프 미국 대통령 장녀 이방 카 자녀 학교 자퇴 이방 카 그간 신종 감염증 수칙 무시 학교 학부모 원성 사온 방송 일 현지 시간 이방 카 쿠 부부 자녀 해당 학교 보도 학교 수칙 마련 책자 교직원 학부모 학생 제공 학교 마스크 착용 사회 거리 두기 권장 확진 자와 접촉 경우 일간 자가 격리 관련 기사 임 영지 신임 의료기관평가인증원 장 인증 의료 기관 의료 곳 집회 전국 감염 불 붙이 래 송년회 붐 수능 학원 감염 때 온라인 공개 고려대 동아리 활동 확진 발생 시설 일부 폐쇄 정세균 수도권 강원 거리 두기 격상 검토 타결 조 시장 하루 확진 최다 바이든 조치 해 야 주일 일평균 확진 젊은층 중심 확산 포천 중학교 교사 직원 확진 철원 확진 자와 접촉 추정 이방 카 부부 수칙 무시 학교 항의 갈등 이방 카 자녀 자퇴 이유 방카 부부 백악관 전파 진원 지목 에이미 코니 배럿 연방 법관 명식 행사 참가자 접촉 일간 자가 격리 지침 지난달 트럼프 대통령 영부인 멜라 니아 여사 때 부부 자가 격리 이방 카 지난달 이후 애리조나 네바다 미시간 위스콘신 주 선거 유세장 모습 이방 카 자녀 학교 학부모 이방 카 부부 노골적 수칙 무시 학교 항의 학교 이방 카 부부 수칙 요청 학교 보건 교사 일간 자가 격리 공지 이방 카 부부 시행 자녀 자퇴 결정 기운,1
6,신천지 이만희 총회장 결심 공판 검찰 징역 구형 정부 신종 감염증 업무 방해 혐의 구속 기소 이만희 신천지예수교 증거장막성전 신천지 총회장 징역 구형 오후 수원지법 형 사부 김미경 부장 판사 심리 총회장 결심 공판 검찰 공권력 무시 불법 자행 죄질 불량 징역 벌금 만원 선고 재판부 요청 총회장 신천지 교인 중심 감염 폭증 상황 교인 명단 예배 명단 시설 현황 거짓 제출 관련 증거 인멸 혐의 기소 이만희 신천지 총회장 결심 공판 경기도 수원시 영통구 수원지방법원 앞 전국 신천지 피해자 연대 회원 총회장 구속 촉구 기자회견 개인 주거지 신축 과정 종교 단체 자금 임의 사용 수원 월드컵 경기장 공용 시설 무단 점거 위장 단체 명의 불법 행사 진행 혐의 관련 기사 속보 대통령 선제 조사 적극 강구 의도 연출 국회 본회의장 검찰 비판 추미애 포토 원더우먼 당해 영화관 카페 학살 자영업자 불만 빗발 바이오 미래 사냥 시간 리어 드 곳 수요 대형 공급 연속 줄 어문 대통령 수도권 선별 진료소 휴일 야간 운영 확대 한도 기증자 마중 국민 힘 이동현 오상 헬스 대표 침 진단 키트 공급 밤 통금 첫날 주문 폭주 역대 급 매출 기록 곳 총회장 구속 상태 재판 지난달 건강 이유 보석 보배 객원,1
7,도널드 트럼프 대통령 에이미 코니 배럿 신임 연방 법관 미국 연방 대법원 신종 감염증 종교 활동 자유 판결 도널드 트럼프 대통령 지난달 에이미 코니 배럿 법관 지명 강행 연방 대법원 보수 우위 구도 재편 게 영향 분석 로 종교 단체 승소 트럼프 지명 법관 결정 역할 통신 외신 미국 연방 대법원 이하 현지 시간 확산 방지 종교 행사 참석자 제한 앤드루 쿠오모 뉴욕주 지사 행정명령 가톨릭 정통파 유대교 제기 소송 원고 승소 판결 위험 지역 레드 존 위험 지역 오렌지 존 예배 참석 인원 제한 행정 조치 종교의 자유 침해 이다 연방 대법원 감염병 사태 헌법 뒤 안 예배 참석 규제 종교의 자유 보장 수정 헌법 제조 위반 판단 레드 존 종교 시설 경우 참석자 제한 슈퍼마켓 애견 용품 판매점 규제 지적 관련 기사 전국 이틀 유행 종합 신규 확진 이틀 연속 매우 심각 아스트라 카 관련 주 무더기 급락 백신 효능 논란 정세균 확진 현실 수도 집 종합 트럼프 대선 승복 시사 선거인단 투표 패배 백악관 코스 피 확산 우려 약세 이틀 연속 정부 한국 경제 트랙 위기 대응 추수감사절 대이동 경고 이동 감행 속보 트럼프 선거인단 투표 바이든 백악관 미 유럽 브라질 입국 금지 철회 검토 중국 이란 입국 금지 법관 의견 로 상황 트럼프 대통령 임명 보수 성향 에이미 코니 배럿 법관 의견 결정 역할 평가 통신 연방 대법원 올해 캘리포니아주 네바다 주의 종교 시설 참석자 규제 조치 인정 거론 루스 베이 법관 사망 배럿 법관 취임 뒤 대법원 변화 해석 다 배럿 법관 트럼프 대통령 민주당 반대 임명 강행 보수 성향 법관 당시 민주당 반발 트럼프 대통령 공화당 상원 다 수석 활용 배럿 상원 인준 기존 보수 진보 법관 구성 비율 의 보수 절대 우위 평가 대선 유세 도널드 트럼프 미국 대통령 일 현지 시간 네바다 주 라스베이거스 트레 아일랜드 호텔 앤 카지노 라틴 모임 인사 라운드테이블 행사 트럼프 대통령 자신 트위터 이번 판결 설명 블로그 트윗 한 뒤 추수감사절 종교 단체 변호인 대법원 자유 종교 활동 보호 신속 결정 감사 논평 반면 소수의견 로버츠 대법원장 치명 전염병 상황 보건 의료 전문가 공공 안전 결정 무시 문제 쿠 오 모 뉴욕주 지사 이날 이번 판결 법원 자신 철학 정치 견해 표명 기회 이번 판결 실질 효력 현재 경계 수위 인원 제한 적용 쿠 오 모 주지 사도 이번 문제 지역 규제 완화 영향 집회 제한 적용 다 김수현,1
8,시민 서울 동작 구청 마련 선별 진료소 신종 감염증 검사 있다 뉴스 정부 경제협력개발기구 산하 회의 신종 감염증 경험 한국판 뉴딜 정책 소개 윤 태식 기획 정부 국제 경제 관리 관 차관보 전날 산하 산업 기술 혁신 위원회 정책 대응 평가 향후 경제 회복 방향 주제 화상 회의 참석 기재 부가 릭 사무차장 이번 회의 한국 프랑스 이탈리아 이스라엘 고위 당국자 토론자 초대 관련 기사 미 유럽 브라질 입국 금지 철회 검토 중국 이란 입국 금지 전 장병 휴가 중지 집단 감염 확산 국방부 강수 책 마을 칼 문명 전염병 앞 무릎 세일즈 포스 능조 몸값 인수 추진 무역 전쟁 통상 위기 기업 정부 지원 확진 눈앞 경제 전문가 경고 이슈 건강 신발 르 지오 고공 행진 이주열 확산 영향 확진 급증 전망 수정 종합 코로 나발 거품 논란 속 투자 임 락 근 머니 속보 이주열 확진 성장률 전망 수정 윤 차관보 관련 경제 정책 평가 세션 경제 조화 트랙 전략 소개 한국 백신 기조 아래 대비 태세 구축 차례 추가경정예산 추경 편성 조원 지원 정책 적극 경제 정책 추진 말 향후 정책 방향 주제 세션 구조 변화 대응 한국판 뉴딜 취지 구성 소개 참석자 위기 대응 포스트 시대 대비 디지털 녹색 사회 전환 촉진 뜻 한국판 뉴딜 국제 사회 모범 사례 호응 기재 참석자 글로벌 가치 사슬 자유 무역 질서 복원 나라 세계 경제 회복 력 강화 기여 의견 아라,1
9,문재인 대통령 청와대 수석 보좌관 회의 주재 문재인 대통령 신종 감염증 하루 확진 기록 관련 정부 국민 불편 경제 피해 감수 강화 조치 상황 안정 마음 고개 대통령 사흘 전인 수도권 상황 긴급 점검 화상 회의 터널 끝 언급 자신감 역대 최고 수치 확진 집계 체면 자신감 확진 증가 상황 연출 사흘 전 끝 확진 고개 대통령 고개 까닭 확진 자수 질병 관리 청 중앙 대책 본부 이날 기준 신규 확진 발생 국내 확진 발생 이후 최대 규모 역대 추월 기준 발생 이후 배 이상 폭증 확진 당국 이번 유행 이번 확산 규모 속도 면 차 배 이상 이다 보니 사회 거리 두기 단계 격상 전망 정세균 국무총리 단계 격상 언급 이날 정부서울청사 긴급 대책 회의 주재 민생 위협 지금 말 표현 위중 비상 상황 말 지난달 서울 시내 버스 정류장 안내문 상황 긴박 문 대통령 발언 회자 문 대통령 정부 역량 백신 치료제 종식 말 사흘 뒤 이날 문 대통령 페이스북 비상 상황 태도 관련 기사 거리 두기 단계 조치 코앞 일상 달라 지나 필리버스터 오늘 오후 속개 정세균 확산 단계 격상 종합 속보 울산 남구 중학교 관련 누적 확진 속보 정 총리 확산 단계 격상 문 대통령 비상 상황 행정력 동원 전문 문 대통령 안정 송구 심기일전 속보 문 대통령 비상 상황 총력 대응 속보 문 대통령 안정 송구 면목 하루 신규 확진 강서구 교회 규모 집단 감염 문 대통령 확산 사력 전국 곳곳 일상 공간 감염 전파 상황 마음 불안 걱정 국민 생각 면목 심정 정부 국민 특단 조치 집중 시행 지금 위기 극복 최선 어려움 극복 지금 고비 슬기 의심 강조 재인 대통령 국민 조치 이해 힘 확진 중환자 병상 확보 비상 정부 치료 곳 국민 생명 위협 일 최선 문 대통령 발언 때 확진 대통령 종식 말 후 신천지 확진 국면 신규 확진 안정 단계 한국 모범 사례 평가 그날 서울 구로구 콜 센터 집단 감염 사태 뉴스 최근 상황 안정 소비 내수 기회 확산 위기 지난주 시행 완화 조치 소비 경제 활력 기회 기대 확진 자릿수 확진 발표 이후 야권 정부 무능 실패 지적 제기 김예령 국민 힘 대변인 이날 논평 위기 때 국민 희생 강요 국민 헌신 노력 사실 실체 실체 일 순간 임계점 말 사회 거리 두기 단계 락 다운 봉쇄 수준 조치 의료 체계 붕괴 위험 직면 경우 전국 유행 실시 전국 평균 확진 이상 단계 상황 더블 링 배 환자 증가 게 요건 원칙 집게 사람 접촉 최소 조준 혁,1
10,수도권 중심 신종 감염증 이 확산 가운데 대구 중구 동성로 클럽 밀집 클럽 골목 임시 휴업 현수막 신종 감염증 확진 사흘 연속 육박 중앙 대책 본부 방 대본 기준 국내 신종 감염증 신규 확진 발생 누적 확진 기록 관련 기사 속보 서울 경기 울산 인천 부산 확진 마스크 트럼프 측근 치료 특별 대우 월마트 화이자 백신 접종 지원 매장 비중 일본 신규 확진 연일 신기록 육박 부동산 호황 집주인 조원 희망 빛 화이자 백신 긴급 승인 자문위 회의 시작 미국 경제 내년 급성 장년 최고 조 길 뉴욕 에선 신규 확진 안팎 전망 환자 오늘 확진 안팎 예상 국제 유가 급등 모닝 브리핑 여파 입장객 한성수 스키장 눈물 개장 이날 발표 대구경북 지역 중심 유행 때 기록 이후 최다 기록 역대 규모 지난달 이날 주간 신규 확진 일별 명명 명명 명명 명명 명명 명명 명명 이다 이날 신규 확진 감염 경로 지역 발생 해외 유입 이다 지역 발생 확진 전날 일 이후 지역 발생 확진 이날 일 집계 지역 서울 경기 인천 수도권 수도권 지역 발생 확진 전날 수도권 이외 지역 울산 부산 충북 경남 강원 충남 대전 전북 대구 제주 전남 광주 경북 이다 신규 집단 감염 사례 경기 수원시 요양원 확진 서울 종로구 음식점 파고다 타운 노래 교실 사례 파생 확진 다이 경기 안양시 소재 종교 시설 누적 경기 화성시 학원 인천 남동구 군부 대명 대전 지인 김장 모임 충북 제천시 요양 원명 울산 남구 중학교 관련 확진 속출 해외 유입 확진 전날 지역 발생 해외 유입 서울 경기 인천 수도권 이다 전국 세종 제외 시도 확진 사망자 전날 누적 국내 평균 치명 다 상태 악화 위 중증 환자 전날 이다 전날 하루 검사 건수 직전 전날 검사 건수 대비 확진 계산 양성 직전 기준 누적 양성 이다 노 정동,1
11,아스트라 카 개발 백신 해외 약사 개발 신종 감염증 예방 백신 내년 단계 국내 도입 우선 접종 권장 대상 실제 접종 전망 우선 접종 대상 소아 청소년 제외 보건 복지부 질병 관리 청 정부 관계 부처 전문가 협의 백신 우선 접종 대상 시기 접종 관리 계획 마련 계획 이다 현재 정부 노인 집단 시설 거주자 만성 질환자 계층 보건 의료 사회 필수 서비스 인력 우선 접종 대상 검토 있다 백신 사회 필수 서비스 인력 의료 기관 종사자 대응 요원 경찰 소방 공무원 요양 시설 재가 복지 시설 종사자 군인 거론 검토 대상 이후 여건 변동 관련 기사 서울 확진 검사 건수 엿새 백신 내년 도입 접종 대상 시기 조원 정세균 최악 겨울 마지막 기회 집 영국 세계 최초 백신 접종 시작 역사 순간 각국 정부 백신 구입 속도 영국 오늘 세계 최초 접종 속보 백신 내년 도입 접종 시기 미 정 노인 의료 우선 고려 속보 백신 내년 다만 명분 확보 수도 악몽 뉴욕 조 길 뉴욕 에선 미국 사망 충격 일반 국민 접종 순위 후 순위 소아 청소년 백신 임상시험 결과 우선 접종 대상 제외 정부 임상시험 결과 안전 성유 효성 모니터링 접종 전략 수립 방침 이다 양동 교 질병 청 의료 안전 예방 국장 임상시험 진행 약사 대부분 어린이 청소년 자료 우선 접종 추후 임상 자료 확인 때 접종 여부 별도 생각 감염 완치 사람 접종 여부 자료 전문가 견해 확립 접종 계획 수립 과정 해외 동향 전문가 의견 일 현지 시간 영국 런던 병원 간호사 미국 제약 회사 화이자 신종 감염증 백신 접종 모의 훈련 백신 인플루엔자 독감 예방 백신 접종 대상 동의 접종 우선 접종 대상자 가운데 접종 기피 자와 미접 종자 다수 발생 정부 사전 정보 제공 계획 이다 국내 형태 백신 도입 제품 접종 대상자 사실 개인 특정 제품 선택 접종 방식 전망 다 국가 필수 접종 대상자 경우 원칙 무료 접종 필수 접종 대상 앞 수립 접종 기본 계획 규정 백신 내년 분기 도입 접종 시기 미 정백 신이 내년 분기 국내 공급 도입 접종 동시 전망 구체 접종 시기 결정 다양 동교 국장 접종 시기 상황 고려 탄력 결정 예정 국내 상황 외국 접종 상황 고려 예방 접종 전략 세부 시행 계획 구체 설명 다 권준 국립보건연구원 장도 브리핑 시스템 완비 내년 분기 이후 시점 확보 정도 부작용 추가 확인 백신 접종 시작 합리 게 당국 판단 오후 서울 강남구 보건소 마련 신종 감염증 선별 진료소 의료진 검사 안내 정부 백신 접종 체계 계획 이다 화이자 개발 백신 경우 영하 도 효능 유지 저 상태 유통 보관 체계 구축 도입 백신 유효 기간 접종 접종 대상자 세부 접종 전략 마련 필요 있다 사전 예약 이상 반응 관리 백신 통합 관리 전산 시스템 구축 한편 접종 업무 수행 인력 확보 교육 진행 필수 정부 질병 관리 청 백신 도입 예방 접종 별도 전담 조직 예방 접종 대응 추진단 가칭 신설 백신 이상 반응 대책 마련 동교 국장 감염병 예방법 피해 보상 제도 백신 관련 사례 세부 보상 시스템 예정 말 다 김수현,1
